CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
852234103,XYZ,BLOCK INC,500,-500,32.55K,-32.55K,-50%,0.04%
464288877,EFV,ISHARES TR,0,-508,0,-34.74K,CLOSE,0%
316841105,FIG,FIGMA INC,80,-940,2.99K,-35.13K,-92.2%,<.01%
69374H865,ECOW,PACER FDS TR,25619,-1443,625.2K,-35.21K,-5.3%,0.79%
58933Y105,MRK,MERCK & CO INC,2222,-335,233.89K,-35.26K,-13.1%,0.3%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,1737,-960,64.27K,-35.52K,-35.6%,0.08%
464287507,IJH,ISHARES TR,4210,-539,277.86K,-35.57K,-11.3%,0.35%
46641Q878,BBHY,J P MORGAN EXCHANGE TRADED F,0,-775,0,-36.23K,CLOSE,0%
464287408,IVE,ISHARES TR,0,-175,0,-36.5K,CLOSE,0%
46641Q134,JIRE,J P MORGAN EXCHANGE TRADED F,0,-490,0,-36.67K,CLOSE,0%
91529Y106,UNM,UNUM GROUP,4704,-492,364.56K,-38.13K,-9.5%,0.46%
040413205,ANET,ARISTA NETWORKS INC,9513,-308,1.25M,-40.36K,-3.1%,1.6%
921932505,VOOG,VANGUARD ADMIRAL FDS INC,190,-100,84.47K,-44.46K,-34.5%,0.11%
66538H179,BUYW,NORTHERN LTS FD TR IV,0,-3253,0,-46.22K,CLOSE,0%
87161C501,SNV,SYNOVUS FINL CORP,0,-950,0,-46.23K,CLOSE,0%
70450Y103,PYPL,PAYPAL HLDGS INC,500,-800,29.19K,-46.7K,-61.5%,0.04%
09290C103,DYNF,BLACKROCK ETF TRUST,0,-795,0,-47.31K,CLOSE,0%
025072604,AVEM,AMERICAN CENTY ETF TR,0,-637,0,-48.78K,CLOSE,0%
69374H436,QDPL,PACER FDS TR,39465,-1180,1.68M,-50.13K,-2.9%,2.1%
464288653,TLH,ISHARES TR,0,-492,0,-50.45K,CLOSE,0%
11135F101,AVGO,BROADCOM INC,3704,-146,1.28M,-50.53K,-3.8%,1.6%
46654Q740,JGLO,J P MORGAN EXCHANGE TRADED F,0,-742,0,-50.79K,CLOSE,0%
437076102,HD,HOME DEPOT INC,1118,-148,384.7K,-50.93K,-11.7%,0.49%
594972408,MSTR,STRATEGY INC,0,-150,0,-52.96K,CLOSE,0%
46432F339,QUAL,ISHARES TR,0,-283,0,-55.76K,CLOSE,0%
594918104,MSFT,MICROSOFT CORP,4524,-122,2.19M,-59K,-2.6%,2.8%
46641Q118,JMEE,J P MORGAN EXCHANGE TRADED F,0,-926,0,-59.22K,CLOSE,0%
66538H278,TMAT,NORTHERN LTS FD TR IV,0,-2222,0,-62.92K,CLOSE,0%
023135106,AMZN,AMAZON COM INC,7835,-278,1.81M,-64.17K,-3.4%,2.3%
025072877,AVUV,AMERICAN CENTY ETF TR,0,-663,0,-66.78K,CLOSE,0%
09581B103,OWL,BLUE OWL CAPITAL INC,7700,-4500,115.04K,-67.23K,-36.9%,0.15%
46090E103,QQQ,INVESCO QQQ TR,310,-122,190.44K,-74.95K,-28.2%,0.24%
713448108,PEP,PEPSICO INC,241,-553,34.59K,-79.37K,-69.6%,0.04%
25434V203,DFAI,DIMENSIONAL ETF TRUST,0,-2206,0,-81.25K,CLOSE,0%
69374H360,COWG,PACER FDS TR,34510,-2311,1.22M,-81.37K,-6.3%,1.5%
464289420,IWX,ISHARES TR,0,-1000,0,-88.74K,CLOSE,0%
037833100,AAPL,APPLE INC,8577,-343,2.33M,-93.25K,-3.8%,3%
69374H873,ICOW,PACER FDS TR,22023,-2774,851.85K,-107.3K,-11.2%,1.1%
697435105,PANW,PALO ALTO NETWORKS INC,3978,-654,732.75K,-120.47K,-14.1%,0.93%
69374H881,COWZ,PACER FDS TR,26109,-2052,1.57M,-123.47K,-7.3%,2%
19761L706,RECS,COLUMBIA ETF TR I,0,-3116,0,-126.38K,CLOSE,0%
46641Q399,BBUS,J P MORGAN EXCHANGE TRADED F,0,-1106,0,-134.77K,CLOSE,0%
539830109,LMT,LOCKHEED MARTIN CORP,194,-293,93.83K,-141.72K,-60.2%,0.12%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,1773,-339,891.2K,-170.4K,-16.1%,1.1%
415858109,HROW,HARROW INC,0,-4580,0,-193.14K,CLOSE,0%
69344A107,PULS,PGIM ETF TR,30371,-4236,1.51M,-210.06K,-12.2%,1.9%
25434V401,DFUS,DIMENSIONAL ETF TRUST,0,-3330,0,-243.72K,CLOSE,0%
46138E339,SPMO,INVESCO EXCH TRADED FD TR II,0,-2155,0,-260.43K,CLOSE,0%
464287200,IVV,ISHARES TR,273,-1032,186.99K,-706.86K,-79.1%,0.24%
66538H591,SECT,NORTHERN LTS FD TR IV,0,-18510,0,-1.18M,CLOSE,0%
477839104,JBTM,JBT MAREL CORPORATION,114615,-30000,17.27M,-4.52M,-20.7%,21.9%
Total,,,,,78.95M,-5.16M,-6.1%,100%
