CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
81141R100,SE,SEA LTD,940000,0,119.92M,0,NO CHANGE,27.3%
N97284108,NBIS,NEBIUS GROUP N.V.,1070000,0,89.56M,0,NO CHANGE,20.4%
22266T109,CPNG,COUPANG INC,3300000,0,77.85M,0,NO CHANGE,17.7%
36118L106,FUTU,FUTU HLDGS LTD,370000,0,60.76M,0,NO CHANGE,13.8%
11135F101,AVGO,BROADCOM INC,160000,0,55.38M,0,NO CHANGE,12.6%
04965M106,ATAT,ATOUR LIFESTYLE HLDGS LTD,900000,0,35.46M,0,NO CHANGE,8.1%
Total,,,,,438.92M,0,+0%,100%
